31.2,31.1,31.1,31.3,31.3,31.4,31.4,31.5
32.1,32.2,32.2,32.4,32.5,32.3,32.2,32.4
38.2,38.2,38.1,38.1,38.6,38.6,38.4,38.4
42.4,42.3,42.2,42.3,42.8,42.7,42.5,42.5
38.1,38.0,38.0,38.2,38.5,38.5,38.3,38.4
37.8,37.8,37.7,38.1,38.6,38.5,38.2,38.2
35.1,35.0,35.0,35.1,35.3,35.5,35.2,35.2
32.1,32.1,32.1,32.1,32.4,32.4,32.3,32.2
